id,date,city,state,fuel,price_inr_per_litre
6935,2022-11-29,Lucknow,Uttar Pradesh,diesel,89.76
6936,2022-11-30,Delhi,Delhi,petrol,96.72
6937,2022-11-30,Delhi,Delhi,diesel,89.62
6938,2022-11-30,Mumbai,Maharashtra,petrol,106.31
6939,2022-11-30,Mumbai,Maharashtra,diesel,94.27
6940,2022-11-30,Chennai,Tamil Nadu,petrol,102.63
6941,2022-11-30,Chennai,Tamil Nadu,diesel,94.24
6942,2022-11-30,Kolkata,West Bengal,petrol,106.03
6943,2022-11-30,Kolkata,West Bengal,diesel,92.76
6944,2022-11-30,Bengaluru,Karnataka,petrol,101.94
6945,2022-11-30,Bengaluru,Karnataka,diesel,87.89
6946,2022-11-30,Lucknow,Uttar Pradesh,petrol,96.57
6947,2022-11-30,Lucknow,Uttar Pradesh,diesel,89.76
6948,2022-12-01,Delhi,Delhi,petrol,96.72
6949,2022-12-01,Delhi,Delhi,diesel,89.62
6950,2022-12-01,Mumbai,Maharashtra,petrol,106.31
6951,2022-12-01,Mumbai,Maharashtra,diesel,94.27
6952,2022-12-01,Chennai,Tamil Nadu,petrol,102.63
6953,2022-12-01,Chennai,Tamil Nadu,diesel,94.24
6954,2022-12-01,Kolkata,West Bengal,petrol,106.03
6955,2022-12-01,Kolkata,West Bengal,diesel,92.76
6956,2022-12-01,Bengaluru,Karnataka,petrol,101.94
6957,2022-12-01,Bengaluru,Karnataka,diesel,87.89
6958,2022-12-01,Lucknow,Uttar Pradesh,petrol,96.57
6959,2022-12-01,Lucknow,Uttar Pradesh,diesel,89.76
6960,2022-12-02,Delhi,Delhi,petrol,96.72
6961,2022-12-02,Delhi,Delhi,diesel,89.62
6962,2022-12-02,Mumbai,Maharashtra,petrol,106.31
6963,2022-12-02,Mumbai,Maharashtra,diesel,94.27
6964,2022-12-02,Chennai,Tamil Nadu,petrol,102.63
6965,2022-12-02,Chennai,Tamil Nadu,diesel,94.24
6966,2022-12-02,Kolkata,West Bengal,petrol,106.03
6967,2022-12-02,Kolkata,West Bengal,diesel,92.76
6968,2022-12-02,Bengaluru,Karnataka,petrol,101.94
6969,2022-12-02,Bengaluru,Karnataka,diesel,87.89
6970,2022-12-02,Lucknow,Uttar Pradesh,petrol,96.57
6971,2022-12-02,Lucknow,Uttar Pradesh,diesel,89.76
6972,2022-12-03,Delhi,Delhi,petrol,96.72
6973,2022-12-03,Delhi,Delhi,diesel,89.62
6974,2022-12-03,Mumbai,Maharashtra,petrol,106.31
6975,2022-12-03,Mumbai,Maharashtra,diesel,94.27
6976,2022-12-03,Chennai,Tamil Nadu,petrol,102.63
6977,2022-12-03,Chennai,Tamil Nadu,diesel,94.24
6978,2022-12-03,Kolkata,West Bengal,petrol,106.03
6979,2022-12-03,Kolkata,West Bengal,diesel,92.76
6980,2022-12-03,Bengaluru,Karnataka,petrol,101.94
6981,2022-12-03,Bengaluru,Karnataka,diesel,87.89
6982,2022-12-03,Lucknow,Uttar Pradesh,petrol,96.57
6983,2022-12-03,Lucknow,Uttar Pradesh,diesel,89.76
6984,2022-12-04,Delhi,Delhi,petrol,96.72
6985,2022-12-04,Delhi,Delhi,diesel,89.62
6986,2022-12-04,Mumbai,Maharashtra,petrol,106.31
6987,2022-12-04,Mumbai,Maharashtra,diesel,94.27
6988,2022-12-04,Chennai,Tamil Nadu,petrol,102.63
6989,2022-12-04,Chennai,Tamil Nadu,diesel,94.24
6990,2022-12-04,Kolkata,West Bengal,petrol,106.03
6991,2022-12-04,Kolkata,West Bengal,diesel,92.76
6992,2022-12-04,Bengaluru,Karnataka,petrol,101.94
6993,2022-12-04,Bengaluru,Karnataka,diesel,87.89
6994,2022-12-04,Lucknow,Uttar Pradesh,petrol,96.57
6995,2022-12-04,Lucknow,Uttar Pradesh,diesel,89.76
6996,2022-12-05,Delhi,Delhi,petrol,96.72
6997,2022-12-05,Delhi,Delhi,diesel,89.62
6998,2022-12-05,Mumbai,Maharashtra,petrol,106.31
6999,2022-12-05,Mumbai,Maharashtra,diesel,94.27
7000,2022-12-05,Chennai,Tamil Nadu,petrol,102.63
7001,2022-12-05,Chennai,Tamil Nadu,diesel,94.24
7002,2022-12-05,Kolkata,West Bengal,petrol,106.03
7003,2022-12-05,Kolkata,West Bengal,diesel,92.76
7004,2022-12-05,Bengaluru,Karnataka,petrol,101.94
7005,2022-12-05,Bengaluru,Karnataka,diesel,87.89
7006,2022-12-05,Lucknow,Uttar Pradesh,petrol,96.57
7007,2022-12-05,Lucknow,Uttar Pradesh,diesel,89.76
7008,2022-12-06,Delhi,Delhi,petrol,96.72
7009,2022-12-06,Delhi,Delhi,diesel,89.62
7010,2022-12-06,Mumbai,Maharashtra,petrol,106.31
7011,2022-12-06,Mumbai,Maharashtra,diesel,94.27
7012,2022-12-06,Chennai,Tamil Nadu,petrol,102.63
7013,2022-12-06,Chennai,Tamil Nadu,diesel,94.24
7014,2022-12-06,Kolkata,West Bengal,petrol,106.03
7015,2022-12-06,Kolkata,West Bengal,diesel,92.76
7016,2022-12-06,Bengaluru,Karnataka,petrol,101.94
7017,2022-12-06,Bengaluru,Karnataka,diesel,87.89
7018,2022-12-06,Lucknow,Uttar Pradesh,petrol,96.57
7019,2022-12-06,Lucknow,Uttar Pradesh,diesel,89.76
7020,2022-12-07,Delhi,Delhi,petrol,96.72
7021,2022-12-07,Delhi,Delhi,diesel,89.62
7022,2022-12-07,Mumbai,Maharashtra,petrol,106.31
7023,2022-12-07,Mumbai,Maharashtra,diesel,94.27
7024,2022-12-07,Chennai,Tamil Nadu,petrol,102.63
7025,2022-12-07,Chennai,Tamil Nadu,diesel,94.24
7026,2022-12-07,Kolkata,West Bengal,petrol,106.03
7027,2022-12-07,Kolkata,West Bengal,diesel,92.76
7028,2022-12-07,Bengaluru,Karnataka,petrol,101.94
7029,2022-12-07,Bengaluru,Karnataka,diesel,87.89
7030,2022-12-07,Lucknow,Uttar Pradesh,petrol,96.57
7031,2022-12-07,Lucknow,Uttar Pradesh,diesel,89.76
7032,2022-12-08,Delhi,Delhi,petrol,96.72
7033,2022-12-08,Delhi,Delhi,diesel,89.62
7034,2022-12-08,Mumbai,Maharashtra,petrol,106.31
7035,2022-12-08,Mumbai,Maharashtra,diesel,94.27
7036,2022-12-08,Chennai,Tamil Nadu,petrol,102.63
7037,2022-12-08,Chennai,Tamil Nadu,diesel,94.24
7038,2022-12-08,Kolkata,West Bengal,petrol,106.03
7039,2022-12-08,Kolkata,West Bengal,diesel,92.76
7040,2022-12-08,Bengaluru,Karnataka,petrol,101.94
7041,2022-12-08,Bengaluru,Karnataka,diesel,87.89
7042,2022-12-08,Lucknow,Uttar Pradesh,petrol,96.57
7043,2022-12-08,Lucknow,Uttar Pradesh,diesel,89.76
7044,2022-12-09,Delhi,Delhi,petrol,96.72
7045,2022-12-09,Delhi,Delhi,diesel,89.62
7046,2022-12-09,Mumbai,Maharashtra,petrol,106.31
7047,2022-12-09,Mumbai,Maharashtra,diesel,94.27
7048,2022-12-09,Chennai,Tamil Nadu,petrol,102.63
7049,2022-12-09,Chennai,Tamil Nadu,diesel,94.24
7050,2022-12-09,Kolkata,West Bengal,petrol,106.03
7051,2022-12-09,Kolkata,West Bengal,diesel,92.76
7052,2022-12-09,Bengaluru,Karnataka,petrol,101.94
7053,2022-12-09,Bengaluru,Karnataka,diesel,87.89
7054,2022-12-09,Lucknow,Uttar Pradesh,petrol,96.57
7055,2022-12-09,Lucknow,Uttar Pradesh,diesel,89.76
7056,2022-12-10,Delhi,Delhi,petrol,96.72
7057,2022-12-10,Delhi,Delhi,diesel,89.62
7058,2022-12-10,Mumbai,Maharashtra,petrol,106.31
7059,2022-12-10,Mumbai,Maharashtra,diesel,94.27
7060,2022-12-10,Chennai,Tamil Nadu,petrol,102.63
7061,2022-12-10,Chennai,Tamil Nadu,diesel,94.24
7062,2022-12-10,Kolkata,West Bengal,petrol,106.03
7063,2022-12-10,Kolkata,West Bengal,diesel,92.76
7064,2022-12-10,Bengaluru,Karnataka,petrol,101.94
7065,2022-12-10,Bengaluru,Karnataka,diesel,87.89
7066,2022-12-10,Lucknow,Uttar Pradesh,petrol,96.57
7067,2022-12-10,Lucknow,Uttar Pradesh,diesel,89.76
7068,2022-12-11,Delhi,Delhi,petrol,96.72
7069,2022-12-11,Delhi,Delhi,diesel,89.62
7070,2022-12-11,Mumbai,Maharashtra,petrol,106.31
7071,2022-12-11,Mumbai,Maharashtra,diesel,94.27
7072,2022-12-11,Chennai,Tamil Nadu,petrol,102.63
7073,2022-12-11,Chennai,Tamil Nadu,diesel,94.24
7074,2022-12-11,Kolkata,West Bengal,petrol,106.03
7075,2022-12-11,Kolkata,West Bengal,diesel,92.76
7076,2022-12-11,Bengaluru,Karnataka,petrol,101.94
7077,2022-12-11,Bengaluru,Karnataka,diesel,87.89
7078,2022-12-11,Lucknow,Uttar Pradesh,petrol,96.57
7079,2022-12-11,Lucknow,Uttar Pradesh,diesel,89.76
7080,2022-12-12,Delhi,Delhi,petrol,96.72
7081,2022-12-12,Delhi,Delhi,diesel,89.62
7082,2022-12-12,Mumbai,Maharashtra,petrol,106.31
7083,2022-12-12,Mumbai,Maharashtra,diesel,94.27
7084,2022-12-12,Chennai,Tamil Nadu,petrol,102.63
7085,2022-12-12,Chennai,Tamil Nadu,diesel,94.24
7086,2022-12-12,Kolkata,West Bengal,petrol,106.03
7087,2022-12-12,Kolkata,West Bengal,diesel,92.76
7088,2022-12-12,Bengaluru,Karnataka,petrol,101.94
7089,2022-12-12,Bengaluru,Karnataka,diesel,87.89
7090,2022-12-12,Lucknow,Uttar Pradesh,petrol,96.57
7091,2022-12-12,Lucknow,Uttar Pradesh,diesel,89.76
7092,2022-12-13,Delhi,Delhi,petrol,96.72
7093,2022-12-13,Delhi,Delhi,diesel,89.62
7094,2022-12-13,Mumbai,Maharashtra,petrol,106.31
7095,2022-12-13,Mumbai,Maharashtra,diesel,94.27
7096,2022-12-13,Chennai,Tamil Nadu,petrol,102.63
7097,2022-12-13,Chennai,Tamil Nadu,diesel,94.24
7098,2022-12-13,Kolkata,West Bengal,petrol,106.03
7099,2022-12-13,Kolkata,West Bengal,diesel,92.76
7100,2022-12-13,Bengaluru,Karnataka,petrol,101.94
7101,2022-12-13,Bengaluru,Karnataka,diesel,87.89
7102,2022-12-13,Lucknow,Uttar Pradesh,petrol,96.57
7103,2022-12-13,Lucknow,Uttar Pradesh,diesel,89.76
7104,2022-12-14,Delhi,Delhi,petrol,96.72
7105,2022-12-14,Delhi,Delhi,diesel,89.62
7106,2022-12-14,Mumbai,Maharashtra,petrol,106.31
7107,2022-12-14,Mumbai,Maharashtra,diesel,94.27
7108,2022-12-14,Chennai,Tamil Nadu,petrol,102.63
7109,2022-12-14,Chennai,Tamil Nadu,diesel,94.24
7110,2022-12-14,Kolkata,West Bengal,petrol,106.03
7111,2022-12-14,Kolkata,West Bengal,diesel,92.76
7112,2022-12-14,Bengaluru,Karnataka,petrol,101.94
7113,2022-12-14,Bengaluru,Karnataka,diesel,87.89
7114,2022-12-14,Lucknow,Uttar Pradesh,petrol,96.57
7115,2022-12-14,Lucknow,Uttar Pradesh,diesel,89.76
7116,2022-12-15,Delhi,Delhi,petrol,96.72
7117,2022-12-15,Delhi,Delhi,diesel,89.62
7118,2022-12-15,Mumbai,Maharashtra,petrol,106.31
7119,2022-12-15,Mumbai,Maharashtra,diesel,94.27
7120,2022-12-15,Chennai,Tamil Nadu,petrol,102.63
7121,2022-12-15,Chennai,Tamil Nadu,diesel,94.24
7122,2022-12-15,Kolkata,West Bengal,petrol,106.03
7123,2022-12-15,Kolkata,West Bengal,diesel,92.76
7124,2022-12-15,Bengaluru,Karnataka,petrol,101.94
7125,2022-12-15,Bengaluru,Karnataka,diesel,87.89
7126,2022-12-15,Lucknow,Uttar Pradesh,petrol,96.57
7127,2022-12-15,Lucknow,Uttar Pradesh,diesel,89.76
7128,2022-12-16,Delhi,Delhi,petrol,96.72
7129,2022-12-16,Delhi,Delhi,diesel,89.62
7130,2022-12-16,Mumbai,Maharashtra,petrol,106.31
7131,2022-12-16,Mumbai,Maharashtra,diesel,94.27
7132,2022-12-16,Chennai,Tamil Nadu,petrol,102.63
7133,2022-12-16,Chennai,Tamil Nadu,diesel,94.24
7134,2022-12-16,Kolkata,West Bengal,petrol,106.03
7135,2022-12-16,Kolkata,West Bengal,diesel,92.76
7136,2022-12-16,Bengaluru,Karnataka,petrol,101.94
7137,2022-12-16,Bengaluru,Karnataka,diesel,87.89
7138,2022-12-16,Lucknow,Uttar Pradesh,petrol,96.57
7139,2022-12-16,Lucknow,Uttar Pradesh,diesel,89.76
7140,2022-12-17,Delhi,Delhi,petrol,96.72
7141,2022-12-17,Delhi,Delhi,diesel,89.62
7142,2022-12-17,Mumbai,Maharashtra,petrol,106.31
7143,2022-12-17,Mumbai,Maharashtra,diesel,94.27
7144,2022-12-17,Chennai,Tamil Nadu,petrol,102.63
7145,2022-12-17,Chennai,Tamil Nadu,diesel,94.24
7146,2022-12-17,Kolkata,West Bengal,petrol,106.03
7147,2022-12-17,Kolkata,West Bengal,diesel,92.76
7148,2022-12-17,Bengaluru,Karnataka,petrol,101.94
7149,2022-12-17,Bengaluru,Karnataka,diesel,87.89
7150,2022-12-17,Lucknow,Uttar Pradesh,petrol,96.57
7151,2022-12-17,Lucknow,Uttar Pradesh,diesel,89.76
7152,2022-12-18,Delhi,Delhi,petrol,96.72
7153,2022-12-18,Delhi,Delhi,diesel,89.62
7154,2022-12-18,Mumbai,Maharashtra,petrol,106.31
7155,2022-12-18,Mumbai,Maharashtra,diesel,94.27
7156,2022-12-18,Chennai,Tamil Nadu,petrol,102.63
7157,2022-12-18,Chennai,Tamil Nadu,diesel,94.24
7158,2022-12-18,Kolkata,West Bengal,petrol,106.03
7159,2022-12-18,Kolkata,West Bengal,diesel,92.76
7160,2022-12-18,Bengaluru,Karnataka,petrol,101.94
7161,2022-12-18,Bengaluru,Karnataka,diesel,87.89
7162,2022-12-18,Lucknow,Uttar Pradesh,petrol,96.57
7163,2022-12-18,Lucknow,Uttar Pradesh,diesel,89.76
7164,2022-12-19,Delhi,Delhi,petrol,96.72
7165,2022-12-19,Delhi,Delhi,diesel,89.62
7166,2022-12-19,Mumbai,Maharashtra,petrol,106.31
7167,2022-12-19,Mumbai,Maharashtra,diesel,94.27
7168,2022-12-19,Chennai,Tamil Nadu,petrol,102.63
7169,2022-12-19,Chennai,Tamil Nadu,diesel,94.24
7170,2022-12-19,Kolkata,West Bengal,petrol,106.03
7171,2022-12-19,Kolkata,West Bengal,diesel,92.76
7172,2022-12-19,Bengaluru,Karnataka,petrol,101.94
7173,2022-12-19,Bengaluru,Karnataka,diesel,87.89
7174,2022-12-19,Lucknow,Uttar Pradesh,petrol,96.57
7175,2022-12-19,Lucknow,Uttar Pradesh,diesel,89.76
7176,2022-12-20,Delhi,Delhi,petrol,96.72
7177,2022-12-20,Delhi,Delhi,diesel,89.62
7178,2022-12-20,Mumbai,Maharashtra,petrol,106.31
7179,2022-12-20,Mumbai,Maharashtra,diesel,94.27
7180,2022-12-20,Chennai,Tamil Nadu,petrol,102.63
7181,2022-12-20,Chennai,Tamil Nadu,diesel,94.24
7182,2022-12-20,Kolkata,West Bengal,petrol,106.03
7183,2022-12-20,Kolkata,West Bengal,diesel,92.76
7184,2022-12-20,Bengaluru,Karnataka,petrol,101.94
7185,2022-12-20,Bengaluru,Karnataka,diesel,87.89
7186,2022-12-20,Lucknow,Uttar Pradesh,petrol,96.57
7187,2022-12-20,Lucknow,Uttar Pradesh,diesel,89.76
7188,2022-12-21,Delhi,Delhi,petrol,96.72
7189,2022-12-21,Delhi,Delhi,diesel,89.62
7190,2022-12-21,Mumbai,Maharashtra,petrol,106.31
7191,2022-12-21,Mumbai,Maharashtra,diesel,94.27
7192,2022-12-21,Chennai,Tamil Nadu,petrol,102.63
7193,2022-12-21,Chennai,Tamil Nadu,diesel,94.24
7194,2022-12-21,Kolkata,West Bengal,petrol,106.03
7195,2022-12-21,Kolkata,West Bengal,diesel,92.76
7196,2022-12-21,Bengaluru,Karnataka,petrol,101.94
7197,2022-12-21,Bengaluru,Karnataka,diesel,87.89
7198,2022-12-21,Lucknow,Uttar Pradesh,petrol,96.57
7199,2022-12-21,Lucknow,Uttar Pradesh,diesel,89.76
7200,2022-12-22,Delhi,Delhi,petrol,96.72
7201,2022-12-22,Delhi,Delhi,diesel,89.62
7202,2022-12-22,Mumbai,Maharashtra,petrol,106.31
7203,2022-12-22,Mumbai,Maharashtra,diesel,94.27
7204,2022-12-22,Chennai,Tamil Nadu,petrol,102.63
7205,2022-12-22,Chennai,Tamil Nadu,diesel,94.24
7206,2022-12-22,Kolkata,West Bengal,petrol,106.03
7207,2022-12-22,Kolkata,West Bengal,diesel,92.76
7208,2022-12-22,Bengaluru,Karnataka,petrol,101.94
7209,2022-12-22,Bengaluru,Karnataka,diesel,87.89
7210,2022-12-22,Lucknow,Uttar Pradesh,petrol,96.57
7211,2022-12-22,Lucknow,Uttar Pradesh,diesel,89.76
7212,2022-12-23,Delhi,Delhi,petrol,96.72
7213,2022-12-23,Delhi,Delhi,diesel,89.62
7214,2022-12-23,Mumbai,Maharashtra,petrol,106.31
7215,2022-12-23,Mumbai,Maharashtra,diesel,94.27
7216,2022-12-23,Chennai,Tamil Nadu,petrol,102.63
7217,2022-12-23,Chennai,Tamil Nadu,diesel,94.24
7218,2022-12-23,Kolkata,West Bengal,petrol,106.03
7219,2022-12-23,Kolkata,West Bengal,diesel,92.76
7220,2022-12-23,Bengaluru,Karnataka,petrol,101.94
7221,2022-12-23,Bengaluru,Karnataka,diesel,87.89
7222,2022-12-23,Lucknow,Uttar Pradesh,petrol,96.57
7223,2022-12-23,Lucknow,Uttar Pradesh,diesel,89.76
7224,2022-12-24,Delhi,Delhi,petrol,96.72
7225,2022-12-24,Delhi,Delhi,diesel,89.62
7226,2022-12-24,Mumbai,Maharashtra,petrol,106.31
7227,2022-12-24,Mumbai,Maharashtra,diesel,94.27
7228,2022-12-24,Chennai,Tamil Nadu,petrol,102.63
7229,2022-12-24,Chennai,Tamil Nadu,diesel,94.24
7230,2022-12-24,Kolkata,West Bengal,petrol,106.03
7231,2022-12-24,Kolkata,West Bengal,diesel,92.76
7232,2022-12-24,Bengaluru,Karnataka,petrol,101.94
7233,2022-12-24,Bengaluru,Karnataka,diesel,87.89
7234,2022-12-24,Lucknow,Uttar Pradesh,petrol,96.57
7235,2022-12-24,Lucknow,Uttar Pradesh,diesel,89.76
7236,2022-12-25,Delhi,Delhi,petrol,96.72
7237,2022-12-25,Delhi,Delhi,diesel,89.62
7238,2022-12-25,Mumbai,Maharashtra,petrol,106.31
7239,2022-12-25,Mumbai,Maharashtra,diesel,94.27
7240,2022-12-25,Chennai,Tamil Nadu,petrol,102.63
7241,2022-12-25,Chennai,Tamil Nadu,diesel,94.24
7242,2022-12-25,Kolkata,West Bengal,petrol,106.03
7243,2022-12-25,Kolkata,West Bengal,diesel,92.76
7244,2022-12-25,Bengaluru,Karnataka,petrol,101.94
7245,2022-12-25,Bengaluru,Karnataka,diesel,87.89
7246,2022-12-25,Lucknow,Uttar Pradesh,petrol,96.57
7247,2022-12-25,Lucknow,Uttar Pradesh,diesel,89.76
7248,2022-12-26,Delhi,Delhi,petrol,96.72
7249,2022-12-26,Delhi,Delhi,diesel,89.62
7250,2022-12-26,Mumbai,Maharashtra,petrol,106.31
7251,2022-12-26,Mumbai,Maharashtra,diesel,94.27
7252,2022-12-26,Chennai,Tamil Nadu,petrol,102.63
7253,2022-12-26,Chennai,Tamil Nadu,diesel,94.24
7254,2022-12-26,Kolkata,West Bengal,petrol,106.03
7255,2022-12-26,Kolkata,West Bengal,diesel,92.76
7256,2022-12-26,Bengaluru,Karnataka,petrol,101.94
7257,2022-12-26,Bengaluru,Karnataka,diesel,87.89
7258,2022-12-26,Lucknow,Uttar Pradesh,petrol,96.57
7259,2022-12-26,Lucknow,Uttar Pradesh,diesel,89.76
7260,2022-12-27,Delhi,Delhi,petrol,96.72
7261,2022-12-27,Delhi,Delhi,diesel,89.62
7262,2022-12-27,Mumbai,Maharashtra,petrol,106.31
7263,2022-12-27,Mumbai,Maharashtra,diesel,94.27
7264,2022-12-27,Chennai,Tamil Nadu,petrol,102.63
7265,2022-12-27,Chennai,Tamil Nadu,diesel,94.24
7266,2022-12-27,Kolkata,West Bengal,petrol,106.03
7267,2022-12-27,Kolkata,West Bengal,diesel,92.76
7268,2022-12-27,Bengaluru,Karnataka,petrol,101.94
7269,2022-12-27,Bengaluru,Karnataka,diesel,87.89
7270,2022-12-27,Lucknow,Uttar Pradesh,petrol,96.57
7271,2022-12-27,Lucknow,Uttar Pradesh,diesel,89.76
7272,2022-12-28,Delhi,Delhi,petrol,96.72
7273,2022-12-28,Delhi,Delhi,diesel,89.62
7274,2022-12-28,Mumbai,Maharashtra,petrol,106.31
7275,2022-12-28,Mumbai,Maharashtra,diesel,94.27
7276,2022-12-28,Chennai,Tamil Nadu,petrol,102.63
7277,2022-12-28,Chennai,Tamil Nadu,diesel,94.24
7278,2022-12-28,Kolkata,West Bengal,petrol,106.03
7279,2022-12-28,Kolkata,West Bengal,diesel,92.76
7280,2022-12-28,Bengaluru,Karnataka,petrol,101.94
7281,2022-12-28,Bengaluru,Karnataka,diesel,87.89
7282,2022-12-28,Lucknow,Uttar Pradesh,petrol,96.57
7283,2022-12-28,Lucknow,Uttar Pradesh,diesel,89.76
7284,2022-12-29,Delhi,Delhi,petrol,96.72
7285,2022-12-29,Delhi,Delhi,diesel,89.62
7286,2022-12-29,Mumbai,Maharashtra,petrol,106.31
7287,2022-12-29,Mumbai,Maharashtra,diesel,94.27
7288,2022-12-29,Chennai,Tamil Nadu,petrol,102.63
7289,2022-12-29,Chennai,Tamil Nadu,diesel,94.24
7290,2022-12-29,Kolkata,West Bengal,petrol,106.03
7291,2022-12-29,Kolkata,West Bengal,diesel,92.76
7292,2022-12-29,Bengaluru,Karnataka,petrol,101.94
7293,2022-12-29,Bengaluru,Karnataka,diesel,87.89
7294,2022-12-29,Lucknow,Uttar Pradesh,petrol,96.57
7295,2022-12-29,Lucknow,Uttar Pradesh,diesel,89.76
7296,2022-12-30,Delhi,Delhi,petrol,96.72
7297,2022-12-30,Delhi,Delhi,diesel,89.62
7298,2022-12-30,Mumbai,Maharashtra,petrol,106.31
7299,2022-12-30,Mumbai,Maharashtra,diesel,94.27
7300,2022-12-30,Chennai,Tamil Nadu,petrol,102.63
7301,2022-12-30,Chennai,Tamil Nadu,diesel,94.24
7302,2022-12-30,Kolkata,West Bengal,petrol,106.03
7303,2022-12-30,Kolkata,West Bengal,diesel,92.76
7304,2022-12-30,Bengaluru,Karnataka,petrol,101.94
7305,2022-12-30,Bengaluru,Karnataka,diesel,87.89
7306,2022-12-30,Lucknow,Uttar Pradesh,petrol,96.57
7307,2022-12-30,Lucknow,Uttar Pradesh,diesel,89.76
7308,2022-12-31,Delhi,Delhi,petrol,96.72
7309,2022-12-31,Delhi,Delhi,diesel,89.62
7310,2022-12-31,Mumbai,Maharashtra,petrol,106.31
7311,2022-12-31,Mumbai,Maharashtra,diesel,94.27
7312,2022-12-31,Chennai,Tamil Nadu,petrol,102.63
7313,2022-12-31,Chennai,Tamil Nadu,diesel,94.24
7314,2022-12-31,Kolkata,West Bengal,petrol,106.03
7315,2022-12-31,Kolkata,West Bengal,diesel,92.76
7316,2022-12-31,Bengaluru,Karnataka,petrol,101.94
7317,2022-12-31,Bengaluru,Karnataka,diesel,87.89
7318,2022-12-31,Lucknow,Uttar Pradesh,petrol,96.57
7319,2022-12-31,Lucknow,Uttar Pradesh,diesel,89.76
7320,2023-01-01,Delhi,Delhi,petrol,96.72
7321,2023-01-01,Delhi,Delhi,diesel,89.62
7322,2023-01-01,Mumbai,Maharashtra,petrol,106.31
7323,2023-01-01,Mumbai,Maharashtra,diesel,94.27
7324,2023-01-01,Chennai,Tamil Nadu,petrol,102.63
7325,2023-01-01,Chennai,Tamil Nadu,diesel,94.24
7326,2023-01-01,Kolkata,West Bengal,petrol,106.03
7327,2023-01-01,Kolkata,West Bengal,diesel,92.76
7328,2023-01-01,Bengaluru,Karnataka,petrol,101.94
7329,2023-01-01,Bengaluru,Karnataka,diesel,87.89
7330,2023-01-01,Lucknow,Uttar Pradesh,petrol,96.57
7331,2023-01-01,Lucknow,Uttar Pradesh,diesel,89.76
7332,2023-01-02,Delhi,Delhi,petrol,96.72
7333,2023-01-02,Delhi,Delhi,diesel,89.62
7334,2023-01-02,Mumbai,Maharashtra,petrol,106.31
7335,2023-01-02,Mumbai,Maharashtra,diesel,94.27
7336,2023-01-02,Chennai,Tamil Nadu,petrol,102.63
7337,2023-01-02,Chennai,Tamil Nadu,diesel,94.24
7338,2023-01-02,Kolkata,West Bengal,petrol,106.03
7339,2023-01-02,Kolkata,West Bengal,diesel,92.76
7340,2023-01-02,Bengaluru,Karnataka,petrol,101.94
7341,2023-01-02,Bengaluru,Karnataka,diesel,87.89
7342,2023-01-02,Lucknow,Uttar Pradesh,petrol,96.57
7343,2023-01-02,Lucknow,Uttar Pradesh,diesel,89.76
7344,2023-01-03,Delhi,Delhi,petrol,96.72
7345,2023-01-03,Delhi,Delhi,diesel,89.62
7346,2023-01-03,Mumbai,Maharashtra,petrol,106.31
7347,2023-01-03,Mumbai,Maharashtra,diesel,94.27
7348,2023-01-03,Chennai,Tamil Nadu,petrol,102.63
7349,2023-01-03,Chennai,Tamil Nadu,diesel,94.24
7350,2023-01-03,Kolkata,West Bengal,petrol,106.03
7351,2023-01-03,Kolkata,West Bengal,diesel,92.76
7352,2023-01-03,Bengaluru,Karnataka,petrol,101.94
7353,2023-01-03,Bengaluru,Karnataka,diesel,87.89
7354,2023-01-03,Lucknow,Uttar Pradesh,petrol,96.57
7355,2023-01-03,Lucknow,Uttar Pradesh,diesel,89.76
7356,2023-01-04,Delhi,Delhi,petrol,96.72
7357,2023-01-04,Delhi,Delhi,diesel,89.62
7358,2023-01-04,Mumbai,Maharashtra,petrol,106.31
7359,2023-01-04,Mumbai,Maharashtra,diesel,94.27
7360,2023-01-04,Chennai,Tamil Nadu,petrol,102.63
7361,2023-01-04,Chennai,Tamil Nadu,diesel,94.24
7362,2023-01-04,Kolkata,West Bengal,petrol,106.03
7363,2023-01-04,Kolkata,West Bengal,diesel,92.76
7364,2023-01-04,Bengaluru,Karnataka,petrol,101.94
7365,2023-01-04,Bengaluru,Karnataka,diesel,87.89
7366,2023-01-04,Lucknow,Uttar Pradesh,petrol,96.57
7367,2023-01-04,Lucknow,Uttar Pradesh,diesel,89.76
7368,2023-01-05,Delhi,Delhi,petrol,96.72
7369,2023-01-05,Delhi,Delhi,diesel,89.62
7370,2023-01-05,Mumbai,Maharashtra,petrol,106.31
7371,2023-01-05,Mumbai,Maharashtra,diesel,94.27
7372,2023-01-05,Chennai,Tamil Nadu,petrol,102.63
7373,2023-01-05,Chennai,Tamil Nadu,diesel,94.24
7374,2023-01-05,Kolkata,West Bengal,petrol,106.03
7375,2023-01-05,Kolkata,West Bengal,diesel,92.76
7376,2023-01-05,Bengaluru,Karnataka,petrol,101.94
7377,2023-01-05,Bengaluru,Karnataka,diesel,87.89
7378,2023-01-05,Lucknow,Uttar Pradesh,petrol,96.57
7379,2023-01-05,Lucknow,Uttar Pradesh,diesel,89.76
7380,2023-01-06,Delhi,Delhi,petrol,96.72
7381,2023-01-06,Delhi,Delhi,diesel,89.62
7382,2023-01-06,Mumbai,Maharashtra,petrol,106.31
7383,2023-01-06,Mumbai,Maharashtra,diesel,94.27
7384,2023-01-06,Chennai,Tamil Nadu,petrol,102.63
